electricidad_uso,electricidad_emisiones,auto_uso,auto_emisiones,avion_uso,avion_emisiones,residuos_uso,residuos_emisiones,agua_uso,agua_emisiones,total_emisiones
8763.61,4164.4675,438.21,77.6946,955.53,243.6601,71.62,136.078,25255.04,7.5765,4629.4767
2393.23,1137.2629,1955.51,346.7119,370.83,94.5617,151.5,287.85,30031.86,9.0096,1875.3961
2101.43,998.5995,875.27,155.1854,443.63,113.1257,83.84,159.296,42475.22,12.7426,1438.9492
1517.52,721.1255,724.78,128.5035,1404.73,358.2062,39.12,74.328,48823.94,14.6472,1296.8104
8224.19,3908.1351,59.57,10.5618,1356.21,345.8336,224.35,426.265,16119.54,4.8359,4695.6314
9781.02,4647.9407,939.32,166.5414,1928.04,491.6502,89.12,169.328,19268.58,5.7806,5481.2409
736.74,350.0988,1437.84,254.929,1719.3,438.4215,129.52,246.088,2118.09,0.6354,1290.1727
534.46,253.9754,178.43,31.6356,1124.05,286.6327,293.13,556.947,35540.71,10.6622,1139.8529
4753.68,2258.9487,905.42,160.531,1131.27,288.4739,374.33,711.227,27485.76,8.2457,3427.4263
9318.81,4428.2985,947.05,167.912,952.87,242.9819,125.63,238.697,32569.65,9.7709,5087.6603
952.45,452.6042,378.43,67.0956,729.95,186.1373,314.78,598.082,20633.97,6.1902,1310.1093
3030.87,1440.2694,1460.03,258.8633,641.85,163.6718,252.96,480.624,20423.27,6.127,2349.5555
4818.51,2289.756,1119.68,198.5193,728.36,185.7318,67.46,128.174,21000.9,6.3003,2808.4814
4989.62,2371.0674,1256.97,222.8608,1498.07,382.0078,234.27,445.113,39483.94,11.8452,3432.8942
6960.79,3307.7674,537.46,95.2917,1947.15,496.5233,220.32,418.608,20740.51,6.2222,4324.4126
1619.77,769.7147,81.61,14.4695,1964.98,501.0699,499.34,948.746,28711.88,8.6136,2242.6137
1466.47,696.8665,1706.35,302.5359,519.43,132.4546,143.74,273.106,37839.32,11.3518,1416.3148
7052.45,3351.3242,167.79,29.7492,1035.56,264.0678,22.51,42.769,24262.24,7.2787,3695.1889
4736.11,2250.5995,1038.59,184.142,1508.27,384.6089,268.37,509.903,41139.64,12.3419,3341.5953
4320.19,2052.9543,1498.33,265.6539,1112.17,283.6034,284.59,540.721,22264.11,6.6792,3149.6118
3420.47,1625.4073,1336.99,237.0483,1937.99,494.1875,194.52,369.588,25779.1,7.7337,2733.9648
5715.27,2715.8963,1739.94,308.4914,251.69,64.1809,393.25,747.175,16365.62,4.9097,3840.6533
2773.38,1317.9102,1621.7,287.5274,182.52,46.5426,338.39,642.941,7405.52,2.2217,2297.1429
8178.06,3886.2141,242.79,43.0467,1540.32,392.7816,129.61,246.259,14796.49,4.4389,4572.7403
2542.79,1208.3338,1774.86,314.6827,523.66,133.5333,181.88,345.572,4688.08,1.4064,2003.5282
8797.29,4180.4722,444.29,78.7726,259.4,66.147,327.42,622.098,44604.2,13.3813,4960.8711
7801.94,3707.4819,496.15,87.9674,775.98,197.8749,34.18,64.942,36421.36,10.9264,4069.1926
4807.34,2284.448,1317.14,233.5289,1824.1,465.1455,381.55,724.945,7755.77,2.3267,3710.3941
9491.75,4510.4796,633.53,112.3249,1319.44,336.4572,313.5,595.65,3727.57,1.1183,5556.03
3057.06,1452.7149,72.03,12.7709,685.66,174.8433,33.33,63.327,12612.78,3.7838,1707.4399
3947.97,1876.0753,606.93,107.6087,833.46,212.5323,278.67,529.473,44052.63,13.2158,2738.9051
9820.26,4666.5876,1460.0,258.858,1265.95,322.8173,40.6,77.14,17760.03,5.328,5330.7309
8296.17,3942.34,1746.37,309.6314,1666.56,424.9728,335.79,638.001,46046.13,13.8138,5328.759
2136.33,1015.184,943.93,167.3588,273.77,69.8113,420.99,799.881,40576.79,12.173,2064.4081
7634.57,3627.9477,1453.26,257.663,1531.85,390.6217,116.0,220.4,30828.29,9.2485,4505.8809
6770.88,3217.5222,1562.85,277.0933,739.56,188.5878,473.91,900.429,39509.07,11.8527,4595.485
2297.04,1091.5534,693.84,123.0178,784.39,200.0195,313.36,595.384,33324.63,9.9974,2019.9721
6022.59,2861.9348,1158.09,205.3294,519.56,132.4878,159.72,303.468,4833.0,1.4499,3504.6699
734.28,348.9299,1295.29,229.6549,1845.09,470.498,216.43,411.217,38973.38,11.692,1471.9918
178.12,84.6426,439.31,77.8897,1413.72,360.4986,408.41,775.979,40357.13,12.1071,1311.117
7879.02,3744.1103,667.62,118.369,629.16,160.4358,246.72,468.768,9455.02,2.8365,4494.5196
4846.86,2303.2279,1268.07,224.8288,561.52,143.1876,451.47,857.793,46468.36,13.9405,3542.9778
3023.78,1436.9003,1801.96,319.4875,1655.96,422.2698,122.09,231.971,37317.87,11.1954,2421.824
7971.97,3788.2801,567.17,100.5592,1752.62,446.9181,396.26,752.894,1498.5,0.4495,5089.1009
4444.1,2111.8363,365.08,64.7287,1645.96,419.7198,314.09,596.771,37035.08,11.1105,3204.1663
1768.79,840.529,172.35,30.5577,1771.12,451.6356,167.34,317.946,39097.65,11.7293,1652.3976
7037.88,3344.4006,1941.03,344.1446,1806.0,460.53,83.37,158.403,31999.39,9.5998,4317.078
5873.66,2791.1632,1052.7,186.6437,1527.42,389.4921,12.85,24.415,8286.82,2.486,3394.2
6968.86,3311.6023,1172.36,207.8594,221.86,56.5743,73.8,140.22,18654.98,5.5965,3721.8525
6044.13,2872.1706,1531.53,271.5403,449.03,114.5026,170.57,324.083,20014.66,6.0044,3588.3009
5228.08,2484.3836,1382.86,245.1811,1672.52,426.4926,261.7,497.23,1903.89,0.5712,3653.8585
8416.35,3999.4495,927.2,164.3926,1259.49,321.17,471.65,896.135,43228.83,12.9686,5394.1157
7786.5,3700.1448,1620.69,287.3483,142.46,36.3273,394.5,749.55,24355.24,7.3066,4780.677
2634.66,1251.9904,106.33,18.8523,31.96,8.1498,137.41,261.079,20696.5,6.2089,1546.2804
5688.26,2703.0612,720.77,127.7925,1457.08,371.5554,129.64,246.316,32099.15,9.6297,3458.3548
1035.27,491.9603,1274.32,225.9369,1062.04,270.8202,296.1,562.59,18182.28,5.4547,1556.7621
8422.96,4002.5906,1629.34,288.882,66.64,16.9932,284.4,540.36,48647.18,14.5942,4863.42
2138.22,1016.0821,1701.48,301.6724,1619.37,412.9393,232.8,442.32,11781.01,3.5343,2176.5481
1719.1,816.9163,1604.7,284.5133,1882.94,480.1497,499.6,949.24,33491.72,10.0475,2540.8668
7040.92,3345.8452,342.44,60.7146,1131.97,288.6524,480.94,913.786,3971.29,1.1914,4610.1896
8581.05,4077.715,744.36,131.975,1368.87,349.0618,194.32,369.208,25148.22,7.5445,4935.5043
5918.29,2812.3714,548.61,97.2686,1306.62,333.1881,260.68,495.292,18990.47,5.6971,3743.8172
7317.67,3477.3568,1283.68,227.5965,1768.97,451.0874,349.4,663.86,47277.62,14.1833,4834.084
838.98,398.6833,1140.44,202.2,245.81,62.6816,115.63,219.697,9782.18,2.9347,886.1966
2024.26,961.9284,1176.6,208.6112,1098.7,280.1685,480.54,913.026,21618.76,6.4856,2370.2197
5026.71,2388.6926,498.35,88.3575,41.33,10.5391,297.12,564.528,44419.8,13.3259,3065.4431
511.32,242.9793,1817.34,322.2144,1242.45,316.8247,302.17,574.123,43992.98,13.1979,1469.3393
3553.16,1688.4616,1585.97,281.1925,275.32,70.2066,84.03,159.657,41666.95,12.5001,2212.0178
9572.41,4548.8092,1776.81,315.0284,203.77,51.9614,63.51,120.669,40534.07,12.1602,5048.6282
632.11,300.3787,682.98,121.0924,571.82,145.8141,355.41,675.279,1993.77,0.5981,1243.1623
9434.84,4483.436,1704.53,302.2132,1258.44,320.9022,246.8,468.92,33796.45,10.1389,5585.6103
1297.41,616.5292,983.0,174.2859,416.68,106.2534,91.29,173.451,6640.47,1.9921,1072.5116
120.01,57.0288,1489.77,264.1362,600.48,153.1224,467.85,888.915,4647.58,1.3943,1364.5967
2046.58,972.5348,874.07,154.9726,1748.01,445.7425,243.52,462.688,21729.64,6.5189,2042.4568
2427.38,1153.491,75.7,13.4216,667.55,170.2252,184.12,349.828,25394.07,7.6182,1694.584
5556.32,2640.3633,815.47,144.5828,264.23,67.3787,312.22,593.218,16445.57,4.9337,3450.4765
3561.73,1692.5341,293.5,52.0376,928.54,236.7777,37.64,71.516,39427.65,11.8283,2064.6937
8951.5,4253.7528,505.19,89.5702,1243.24,317.0262,369.1,701.29,37111.52,11.1335,5372.7727
1036.42,492.5068,1264.81,224.2508,599.12,152.7756,463.69,881.011,37026.08,11.1078,1761.652
9655.85,4588.4599,107.12,18.9924,1686.28,430.0014,204.37,388.303,18557.05,5.5671,5431.3238
6607.01,3139.6512,342.16,60.665,299.54,76.3827,470.75,894.425,30091.49,9.0274,4180.1513
4475.57,2126.7909,180.71,32.0399,510.98,130.2999,365.07,693.633,4039.6,1.2119,2983.9756
7708.12,3662.8986,123.56,21.9072,688.58,175.5879,372.58,707.902,25477.84,7.6434,4575.9391
3011.72,1431.1693,1109.15,196.6523,1000.84,255.2142,129.12,245.328,32652.46,9.7957,2138.1595
206.66,98.2048,1874.28,332.3098,290.9,74.1795,402.14,764.066,19640.53,5.8922,1274.6523
8932.61,4244.7763,810.75,143.746,1897.09,483.7579,247.01,469.319,44395.25,13.3186,5354.9178
1281.51,608.9736,124.1,22.0029,544.57,138.8654,450.06,855.114,1098.32,0.3295,1625.2854
3104.39,1475.2061,858.08,152.1376,1373.6,350.268,267.52,508.288,39394.65,11.8184,2497.7181
2525.49,1200.1128,935.7,165.8996,792.43,202.0696,278.26,528.694,38073.32,11.422,2108.198
7889.47,3749.0761,1219.34,216.189,1265.22,322.6311,450.85,856.615,48913.99,14.6742,5159.1854
1353.4,643.1357,749.74,132.9289,1709.8,435.999,311.83,592.477,14139.75,4.2419,1808.7825
5102.51,2424.7128,1785.47,316.5638,629.77,160.5914,249.5,474.05,17485.7,5.2457,3381.1637
9922.79,4715.3098,211.66,37.5273,580.66,148.0683,355.38,675.222,27497.58,8.2493,5584.3767
3466.97,1647.5041,1648.49,292.2773,302.62,77.1681,198.39,376.941,21644.39,6.4933,2400.3838
3979.87,1891.2342,1370.07,242.9134,944.97,240.9674,17.22,32.718,28790.27,8.6371,2416.4701
4043.94,1921.6803,594.9,105.4758,889.68,226.8684,134.68,255.892,36971.73,11.0915,2521.008
3003.16,1427.1016,1731.82,307.0517,1517.02,386.8401,193.26,367.194,3294.74,0.9884,2489.1758
8349.8,3967.825,388.47,68.8757,1082.71,276.091,205.88,391.172,20213.83,6.0641,4710.0278
2717.65,1291.4273,1710.21,303.2202,1576.08,401.9004,292.54,555.826,35577.73,10.6733,2563.0472
8244.32,3917.7009,1213.01,215.0667,1316.7,335.7585,155.11,294.709,25668.68,7.7006,4770.9357
9802.76,4658.2716,1721.42,305.2078,1754.64,447.4332,329.58,626.202,47057.59,14.1173,6051.2319
8201.88,3897.5334,37.17,6.5902,1561.49,398.18,303.17,576.023,39639.53,11.8919,4890.2185
889.78,422.8235,859.62,152.4106,811.78,207.0039,189.81,360.639,23298.79,6.9896,1149.8666
5766.41,2740.198,432.41,76.6663,1085.52,276.8076,251.93,478.667,14845.18,4.4536,3576.7925
5574.45,2648.9786,1970.41,349.3537,1371.94,349.8447,256.35,487.065,35780.0,10.734,3845.976
9610.9,4567.0997,1913.68,339.2955,24.4,6.222,286.28,543.932,15667.16,4.7001,5461.2493
394.02,187.2383,1541.81,273.3629,1128.98,287.8899,263.34,500.346,2211.68,0.6635,1249.5006
7667.69,3643.6863,471.02,83.5118,317.85,81.0518,272.97,518.643,8503.15,2.5509,4329.4438
6092.72,2895.2605,950.6,168.5414,121.36,30.9468,290.28,551.532,36539.94,10.962,3657.2427
7715.93,3666.6099,550.96,97.6852,1731.51,441.5351,416.38,791.122,18061.83,5.4185,5002.3707
7838.43,3724.8219,745.93,132.2534,1965.29,501.149,317.79,603.801,27954.75,8.3864,4970.4117
4697.97,2232.4753,599.18,106.2346,1799.69,458.921,260.83,495.577,27961.47,8.3884,3301.5963
4306.97,2046.6721,1629.48,288.9068,1862.4,474.912,251.13,477.147,46594.33,13.9783,3301.6162
9312.02,4425.0719,173.01,30.6747,190.78,48.6489,123.01,233.719,37833.12,11.3499,4749.4644
7805.34,3709.0976,1441.5,255.578,1286.23,327.9887,346.75,658.825,17914.42,5.3743,4956.8636
8665.21,4117.7078,568.89,100.8642,93.72,23.8986,126.57,240.483,25250.92,7.5753,4490.5289
1383.9,657.6293,1960.7,347.6321,170.96,43.5948,267.01,507.319,44107.76,13.2323,1569.4075
1104.61,524.9107,894.27,158.5541,1365.21,348.1286,199.08,378.252,5184.06,1.5552,1411.4006
4792.71,2277.4958,810.6,143.7194,1163.51,296.695,324.46,616.474,35555.04,10.6665,3345.0507
718.76,341.5548,1135.13,201.2585,858.29,218.8639,71.53,135.907,18718.61,5.6156,903.1998
9879.03,4694.5151,1649.49,292.4546,151.69,38.681,123.32,234.308,48761.86,14.6286,5274.5873
2311.33,1098.344,356.84,63.2677,1481.55,377.7953,482.39,916.541,11481.82,3.4445,2459.3925
8572.68,4073.7375,578.15,102.506,569.55,145.2352,5.47,10.393,46078.74,13.8236,4345.6953
2003.91,952.258,10.61,1.8812,1610.94,410.7897,323.46,614.574,35460.97,10.6383,1990.1412
5517.3,2621.821,1176.42,208.5793,1815.22,462.8811,445.26,845.994,34046.77,10.214,4149.4894
3982.45,1892.4602,172.84,30.6445,1888.65,481.6058,436.03,828.457,46117.59,13.8353,3247.0028
7735.2,3675.767,1170.12,207.4623,1723.81,439.5716,246.92,469.148,22147.02,6.6441,4798.593
1515.32,720.0801,202.3,35.8678,1871.9,477.3345,182.42,346.598,24676.53,7.403,1587.2834
5281.17,2509.612,461.87,81.8896,1473.28,375.6864,462.64,879.016,17734.32,5.3203,3851.5243
1747.28,830.3075,427.23,75.7479,1732.34,441.7467,106.18,201.742,3780.42,1.1341,1550.6782
538.17,255.7384,845.86,149.971,346.04,88.2402,442.96,841.624,4300.9,1.2903,1336.8639
5193.72,2468.0557,160.44,28.446,1389.54,354.3327,426.34,810.046,26610.4,7.9831,3668.8635
5528.42,2627.1052,100.95,17.8984,430.36,109.7418,486.02,923.438,26150.91,7.8453,3686.0287
9108.24,4328.2356,723.36,128.2517,408.57,104.1853,491.05,932.995,5253.83,1.5761,5495.2437
1355.1,643.9435,191.06,33.8749,657.44,167.6472,491.52,933.888,14818.7,4.4456,1783.7992
652.28,309.9635,1241.45,220.1091,705.72,179.9586,434.78,826.082,26944.56,8.0834,1544.1966
8589.97,4081.9537,252.56,44.7789,1419.08,361.8654,264.8,503.12,32181.21,9.6544,5001.3724
2667.61,1267.6483,773.47,137.1362,253.75,64.7062,42.22,80.218,34207.85,10.2624,1559.9711
8717.48,4142.5465,617.84,109.543,526.79,134.3314,218.47,415.093,27288.53,8.1866,4809.7005
9026.44,4289.3643,627.14,111.1919,1441.04,367.4652,125.89,239.191,29798.01,8.9394,5016.1518
111.66,53.0608,1301.4,230.7382,1238.29,315.764,47.95,91.105,22238.86,6.6717,697.3397
6173.4,2933.5997,430.57,76.3401,365.22,93.1311,243.01,461.719,18639.07,5.5917,3570.3816
6924.05,3290.3086,1870.32,331.6077,710.23,181.1087,43.05,81.795,13541.93,4.0626,3888.8826
933.08,443.3996,1493.55,264.8064,1014.59,258.7205,485.07,921.633,3997.27,1.1992,1889.7587
1489.98,708.0385,1170.33,207.4995,1199.87,305.9668,107.86,204.934,7036.05,2.1108,1428.5496
3708.67,1762.36,1107.28,196.3207,60.26,15.3663,34.79,66.101,22380.15,6.714,2046.862
3458.41,1643.4364,1618.9,287.031,498.66,127.1583,237.33,450.927,16520.04,4.956,2513.5087
1239.56,589.0389,1936.42,343.3273,657.78,167.7339,404.87,769.253,46987.75,14.0963,1883.4494
6625.64,3148.5041,1990.49,352.9139,1818.9,463.8195,316.41,601.179,5718.22,1.7155,4568.132
6097.71,2897.6318,1615.86,286.492,1948.53,496.8752,459.66,873.354,34673.72,10.4021,4564.7551
189.07,89.8461,1492.6,264.638,842.57,214.8554,398.67,757.473,49158.72,14.7476,1341.5601
2237.13,1063.0842,406.15,72.0104,394.12,100.5006,67.01,127.319,7624.23,2.2873,1365.2015
3822.66,1816.528,1727.01,306.1989,666.34,169.9167,109.72,208.468,14791.1,4.4373,2505.5489
3816.41,1813.558,1253.13,222.1799,1830.86,466.8693,126.19,239.761,48915.36,14.6746,2757.0428
6395.75,3039.2604,1476.64,261.8083,480.66,122.5683,307.02,583.338,15085.21,4.5256,4011.5006
9650.02,4585.6895,1060.05,187.9469,696.44,177.5922,65.84,125.096,12671.32,3.8014,5080.126
1460.99,694.2624,1961.01,347.6871,136.35,34.7692,154.73,293.987,49890.11,14.967,1385.6727
8026.25,3814.074,1173.87,208.1272,430.06,109.6653,146.55,278.445,46328.65,13.8986,4424.2101
6525.65,3100.9889,751.33,133.2108,1387.31,353.764,34.01,64.619,30747.18,9.2242,3661.8069
5438.49,2584.3704,1216.97,215.7688,1365.51,348.2051,301.29,572.451,37453.96,11.2362,3732.0315
2868.15,1362.9449,82.01,14.5404,1242.08,316.7304,391.82,744.458,28180.84,8.4543,2447.128
3898.71,1852.667,212.0,37.5876,1130.37,288.2443,116.6,221.54,47342.84,14.2029,2414.2418
2082.31,989.5137,575.93,102.1124,1001.7,255.4335,221.86,421.534,40646.14,12.1938,1780.7874
728.87,346.359,866.83,153.689,1612.9,411.2895,200.53,381.007,34451.74,10.3355,1302.68
1925.14,914.8265,860.82,152.6234,1256.82,320.4891,111.99,212.781,46060.17,13.8181,1614.5381
1669.14,793.1753,511.26,90.6464,878.72,224.0736,114.98,218.462,37527.69,11.2583,1337.6156
1100.59,523.0004,1566.16,277.6802,1153.77,294.2113,485.39,922.241,19782.76,5.9348,2023.0677
7977.03,3790.6847,1888.92,334.9055,66.91,17.062,400.4,760.76,23360.98,7.0083,4910.4205
8431.09,4006.454,1500.61,266.0582,273.2,69.666,140.2,266.38,43020.74,12.9062,4621.4644
3692.63,1754.7378,1648.54,292.2861,379.46,96.7623,441.7,839.23,25326.81,7.598,2990.6142
7042.85,3346.7623,705.73,125.1259,1944.45,495.8348,366.33,696.027,7482.27,2.2447,4665.9947
4405.8,2093.6362,474.75,84.1732,1984.64,506.0832,142.97,271.643,25248.88,7.5747,2963.1103
1279.32,607.9329,1307.23,231.7719,1273.58,324.7629,408.11,775.409,21322.58,6.3968,1946.2735
4277.39,2032.6157,1943.88,344.6499,1540.37,392.7943,68.05,129.295,49823.13,14.9469,2914.3018
2649.56,1259.0709,913.1,161.8926,1410.68,359.7234,147.78,280.782,15715.92,4.7148,2066.1837
6622.83,3147.1688,1534.2,272.0137,1744.01,444.7226,10.96,20.824,22299.36,6.6898,3891.4189
4959.84,2356.916,910.02,161.3465,1163.0,296.565,278.38,528.922,13484.92,4.0455,3347.795
9976.36,4740.7663,10.47,1.8563,257.18,65.5809,293.66,557.954,2166.25,0.6499,5366.8074
3254.94,1546.7475,1312.37,232.6832,706.83,180.2417,275.57,523.583,34272.02,10.2816,2493.537
214.39,101.8781,772.42,136.9501,951.17,242.5483,96.02,182.438,29633.95,8.8902,672.7047
5493.68,2610.5967,1310.36,232.3268,808.27,206.1088,383.16,728.004,48975.29,14.6926,3791.7289
1414.6,672.2179,337.42,59.8246,995.19,253.7735,146.99,279.281,8326.2,2.4979,1267.5949
7937.63,3771.9618,48.56,8.6097,1592.38,406.0569,157.44,299.136,39049.03,11.7147,4497.4791
5291.74,2514.6348,1343.46,238.1955,1583.16,403.7058,468.19,889.561,40450.12,12.135,4058.2321
979.25,465.3396,907.52,160.9033,601.82,153.4641,487.29,925.851,9539.75,2.8619,1708.4199
8931.71,4244.3486,1759.41,311.9434,1075.98,274.3749,152.35,289.465,44129.14,13.2387,5133.3706
3603.63,1712.445,380.92,67.5371,730.15,186.1883,204.71,388.949,48668.6,14.6006,2369.72
3702.67,1759.5088,201.97,35.8093,1106.72,282.2136,288.28,547.732,49154.17,14.7463,2640.01
8808.07,4185.5949,1812.12,321.2889,164.25,41.8837,132.09,250.971,35737.08,10.7211,4810.4596
6819.63,3240.6882,1850.85,328.1557,1581.7,403.3335,182.51,346.769,49026.5,14.7079,4333.6543
7955.33,3780.3728,1882.04,333.6857,958.6,244.443,343.95,653.505,6069.92,1.821,5013.8275
9700.9,4609.8677,435.04,77.1326,194.98,49.7199,330.23,627.437,38813.93,11.6442,5375.8014
5431.22,2580.9157,949.56,168.357,949.44,242.1072,5.35,10.165,31401.54,9.4205,3010.9654
6622.02,3146.7839,375.98,66.6613,42.18,10.7559,80.8,153.52,21425.7,6.4277,3384.1488
3546.5,1685.2968,1091.14,193.4591,465.56,118.7178,366.37,696.103,8780.36,2.6341,2696.2108
4447.29,2113.3522,224.48,39.8003,41.74,10.6437,20.94,39.786,19088.59,5.7266,2209.3088
8594.72,4084.2109,666.63,118.1935,776.69,198.056,343.88,653.372,48854.84,14.6565,5068.4889
5676.24,2697.3492,1834.73,325.2976,968.78,247.0389,302.45,574.655,15932.73,4.7798,3849.1205
9153.92,4349.9428,229.47,40.685,1110.87,283.2718,338.78,643.682,28243.4,8.473,5326.0546
5660.94,2690.0787,1772.67,314.2944,1242.3,316.7865,183.0,347.7,46710.85,14.0133,3682.8729
7274.73,3456.9517,1814.9,321.7818,448.33,114.3242,184.12,349.828,4037.36,1.2112,4244.0969
7789.39,3701.5181,1322.3,234.4438,1035.83,264.1366,8.1,15.39,33994.09,10.1982,4225.6867
4652.2,2210.7254,628.76,111.4791,262.56,66.9528,312.55,593.845,18808.97,5.6427,2988.645
5695.07,2706.2973,457.12,81.0474,1785.08,455.1954,129.65,246.335,10813.86,3.2442,3492.1193
8238.1,3914.7451,802.38,142.262,14.49,3.6949,132.48,251.712,3173.94,0.9522,4313.3662
1894.04,900.0478,1855.59,328.9961,490.07,124.9678,314.69,597.911,22314.55,6.6944,1958.6171
6627.86,3149.5591,1253.48,222.242,1278.01,325.8926,114.19,216.961,41707.23,12.5122,3927.1669
8382.08,3983.1644,1293.04,229.256,727.58,185.5329,355.22,674.918,12938.91,3.8817,5076.753
4719.86,2242.8775,1151.42,204.1468,1666.41,424.9346,350.41,665.779,22724.19,6.8173,3544.5552
2077.29,987.1282,1053.14,186.7217,93.87,23.9369,402.35,764.465,36302.44,10.8907,1973.1425
5504.33,2615.6576,964.16,170.9456,1805.48,460.3974,273.85,520.315,46891.01,14.0673,3781.3829
8151.41,3873.55,1783.85,316.2766,1791.55,456.8453,228.43,434.017,2967.4,0.8902,5081.5791
9802.52,4658.1575,41.41,7.342,189.26,48.2613,409.88,778.772,17301.81,5.1905,5497.7233
3513.57,1669.6485,61.16,10.8437,308.71,78.721,115.72,219.868,22936.01,6.8808,1985.962
5530.43,2628.0603,914.74,162.1834,1704.16,434.5608,237.3,450.87,9642.9,2.8929,3678.5674
9841.42,4676.6428,1631.83,289.3235,138.56,35.3328,190.17,361.323,19417.65,5.8253,5368.4474
2208.61,1049.5315,839.78,148.893,634.83,161.8817,317.31,602.889,33761.02,10.1283,1973.3235
5779.67,2746.4992,1270.8,225.3128,1237.9,315.6645,441.33,838.527,19086.27,5.7259,4131.7294
2784.51,1323.1992,1474.89,261.498,1113.62,283.9731,470.06,893.114,25600.7,7.6802,2769.4645
3748.84,1781.4488,600.51,106.4704,1840.53,469.3351,354.23,673.037,45630.52,13.6892,3043.9805
4321.38,2053.5198,934.94,165.7649,913.71,232.9961,269.76,512.544,7918.4,2.3755,2967.2003
861.94,409.5939,64.62,11.4571,1321.03,336.8626,212.36,403.484,30515.14,9.1545,1170.5521
6094.16,2895.9448,1532.89,271.7814,1716.09,437.6029,45.65,86.735,18472.63,5.5418,3697.6059
5406.33,2569.088,330.13,58.532,1776.77,453.0763,172.77,328.263,13231.28,3.9694,3412.9287
1064.42,505.8124,1127.2,199.8526,1175.73,299.8111,440.37,836.703,12643.09,3.7929,1845.972
2508.43,1192.0059,572.54,101.5113,452.5,115.3875,378.27,718.713,16350.62,4.9052,2132.5229
968.88,460.4118,1435.24,254.4681,1356.89,346.007,354.8,674.12,44802.48,13.4407,1748.4476
1225.52,582.3671,452.8,80.2814,1408.66,359.2083,76.04,144.476,23760.13,7.128,1173.4608
1858.2,883.0166,491.45,87.1341,1138.35,290.2792,303.31,576.289,4829.55,1.4489,1838.1678
5151.58,2448.0308,1602.16,284.063,1286.26,327.9963,73.03,138.757,12981.99,3.8946,3202.7417
272.56,129.5205,705.45,125.0763,997.74,254.4237,421.02,799.938,48029.54,14.4089,1323.3674
2638.44,1253.7867,1546.18,274.1377,885.76,225.8688,33.25,63.175,2931.69,0.8795,1817.8477
7735.58,3675.9476,500.06,88.6606,1287.91,328.4171,130.31,247.589,23479.36,7.0438,4347.6581
6677.52,3173.1575,381.96,67.7215,1287.49,328.31,188.32,357.808,35896.2,10.7689,3937.7659
5880.94,2794.6227,1729.24,306.5943,75.55,19.2652,447.17,849.623,12927.01,3.8781,3973.9833
7614.34,3618.3344,1503.57,266.583,281.78,71.8539,162.89,309.491,36513.13,10.9539,4277.2162
7125.97,3386.2609,162.74,28.8538,1549.71,395.1761,226.83,430.977,13753.84,4.1262,4245.394
834.1,396.3643,1757.58,311.6189,1163.01,296.5675,371.0,704.9,49614.93,14.8845,1724.3352
8919.21,4238.4086,1532.42,271.6981,888.35,226.5293,439.44,834.936,10140.55,3.0422,5574.6142
1094.24,519.9828,1682.91,298.3799,1332.3,339.7365,410.88,780.672,8110.11,2.433,1941.2042
334.91,159.1492,1560.1,276.6057,618.75,157.7812,109.14,207.366,49494.24,14.8483,815.7504
4168.32,1980.7857,1068.55,189.4539,452.06,115.2753,250.08,475.152,45529.01,13.6587,2774.3256
542.93,258.0003,968.61,171.7346,15.49,3.95,257.24,488.756,6408.26,1.9225,924.3634
6209.91,2950.9492,1276.36,226.2986,1628.47,415.2599,452.95,860.605,11705.93,3.5118,4456.6245
5989.54,2846.2294,857.34,152.0064,1487.95,379.4273,94.95,180.405,11357.53,3.4073,3561.4754
1983.64,942.6257,1570.87,278.5153,1717.93,438.0722,217.48,413.212,19765.64,5.9297,2078.3549
5694.27,2705.9171,289.57,51.3408,358.53,91.4251,284.0,539.6,26475.57,7.9427,3396.2257
5770.18,2741.9895,423.74,75.1291,252.65,64.4258,391.46,743.774,2700.48,0.8101,3626.1285
2282.15,1084.4777,1150.16,203.9234,1556.43,396.8897,197.12,374.528,45627.1,13.6881,2073.5069
6127.84,2911.9496,227.04,40.2542,918.85,234.3068,168.04,319.276,9169.7,2.7509,3508.5375
263.74,125.3292,803.28,142.4215,1599.22,407.8011,143.68,272.992,13068.72,3.9206,952.4644
510.03,242.3663,853.61,151.3451,433.1,110.4405,430.19,817.361,1569.74,0.4709,1321.9838
9716.93,4617.4851,214.74,38.0734,1434.15,365.7083,299.61,569.259,45168.34,13.5505,5604.0763
7885.26,3747.0756,122.05,21.6395,374.85,95.5868,430.82,818.558,13307.05,3.9921,4686.852
2486.46,1181.5658,1674.6,296.9066,481.91,122.8871,164.24,312.056,16390.72,4.9172,1918.3327
1405.35,667.8223,1383.17,245.236,1673.84,426.8292,215.04,408.576,27156.04,8.1468,1756.6103
5538.21,2631.7574,1614.53,286.2562,1635.57,417.0704,226.61,430.559,37971.75,11.3915,3777.0345
8349.58,3967.7204,379.17,67.2268,305.11,77.803,195.44,371.336,23352.07,7.0056,4491.0918
6504.9,3091.1285,970.45,172.0608,1846.59,470.8804,359.65,683.335,28831.83,8.6495,4426.0542
8829.14,4195.6073,1659.96,294.3109,1119.95,285.5873,433.47,823.593,46311.3,13.8934,5612.9919
8828.3,4195.2082,904.76,160.4139,55.52,14.1576,197.17,374.623,48601.92,14.5806,4758.9833
5585.69,2654.3199,324.04,57.4523,1275.62,325.2831,207.49,394.231,1425.85,0.4278,3431.7141
