electricidad_uso,electricidad_emisiones,auto_uso,auto_emisiones,avion_uso,avion_emisiones,residuos_uso,residuos_emisiones,agua_uso,agua_emisiones,total_emisiones,clasificacion
3710.71,1763.3294,1499.28,265.8223,724.36,184.7118,88.49,168.131,41807.56,12.5423,2394.5368,media
4013.12,1907.0346,1107.54,196.3668,1122.65,286.2758,36.6,69.54,28693.28,8.608,2467.8252,media
8013.52,3808.0247,1251.89,221.9601,1336.57,340.8254,346.53,658.407,35929.33,10.7788,5039.996,alta
9358.51,4447.164,890.75,157.93,1597.7,407.4135,166.51,316.369,49025.1,14.7075,5343.584,alta
4441.55,2110.6246,605.87,107.4208,1648.21,420.2936,309.06,587.214,20995.0,6.2985,3231.8515,media
653.89,310.7285,279.41,49.5394,812.96,207.3048,294.34,559.246,18833.84,5.6502,1132.4689,media
8591.19,4082.5335,1264.49,224.1941,1091.97,278.4524,476.33,905.027,20691.6,6.2075,5496.4145,alta
8643.23,4107.2629,1330.76,235.9437,1570.88,400.5744,11.86,22.534,28211.16,8.4633,4774.7783,media
7092.56,3370.3845,1516.81,268.9304,782.91,199.642,134.92,256.348,37050.58,11.1152,4106.4201,media
2352.84,1118.0696,1146.21,203.223,497.31,126.8141,37.18,70.642,34516.57,10.355,1529.1037,media
761.25,361.746,1726.29,306.0712,351.18,89.5509,54.7,103.93,15582.34,4.6747,865.9728,baja
4950.5,2352.4776,1710.89,303.3408,571.26,145.6713,120.55,229.045,24045.25,7.2136,3037.7483,media
5257.61,2498.4163,1927.31,341.7121,1407.82,358.9941,277.36,526.984,14179.35,4.2538,3730.3603,media
1947.18,925.2999,155.62,27.5914,1188.04,302.9502,296.8,563.92,10015.01,3.0045,1822.766,media
5500.08,2613.638,1815.16,321.8279,351.17,89.5483,429.15,815.385,25509.59,7.6529,3848.0521,media
6065.98,2882.5537,1191.67,211.2831,160.74,40.9887,277.73,527.687,24514.39,7.3543,3669.8668,media
7310.4,3473.9021,1108.74,196.5796,970.86,247.5693,376.95,716.205,47291.89,14.1876,4648.4436,media
4743.44,2254.0827,1849.18,327.8596,342.48,87.3324,335.21,636.899,19887.83,5.9663,3312.14,media
6086.66,2892.3808,817.16,144.8825,1519.33,387.4291,20.29,38.551,29305.78,8.7917,3472.0351,media
2381.81,1131.8361,1548.68,274.581,1295.45,330.3398,321.37,610.603,49304.39,14.7913,2362.1512,media
5906.12,2806.5882,1048.48,185.8955,1143.16,291.5058,188.85,358.815,48867.19,14.6602,3657.4647,media
9563.64,4544.6417,653.55,115.8744,421.45,107.4698,150.61,286.159,38565.61,11.5697,5065.7146,alta
2696.37,1281.315,1264.41,224.1799,1832.34,467.2467,173.21,329.099,22452.02,6.7356,2308.5762,media
4408.81,2095.0665,729.8,129.3935,484.41,123.5246,10.84,20.596,42751.55,12.8255,2381.4061,media
6422.15,3051.8057,699.36,123.9965,175.95,44.8672,308.54,586.226,45371.89,13.6116,3820.507,media
3879.97,1843.7617,384.55,68.1807,701.06,178.7703,266.88,507.072,21062.67,6.3188,2604.1035,media
1004.25,477.2196,1710.14,303.2078,203.8,51.969,262.2,498.18,13118.1,3.9354,1334.5118,media
802.88,381.5286,1215.3,215.4727,1589.38,405.2919,353.59,671.821,24828.83,7.4486,1681.5628,media
1560.52,741.5591,1754.94,311.1509,1052.59,268.4104,318.14,604.466,22599.5,6.7798,1932.3662,media
3603.08,1712.1836,1864.22,330.5262,580.55,148.0402,71.84,136.496,30954.93,9.2865,2336.5325,media
8783.46,4173.9002,1672.2,296.4811,614.76,156.7638,473.93,900.467,19638.23,5.8915,5533.5036,alta
8305.06,3946.5645,1196.07,212.0632,616.17,157.1233,437.91,832.029,4849.66,1.4549,5149.2349,alta
150.9,71.7077,110.19,19.5367,1411.74,359.9937,336.03,638.457,33630.05,10.089,1099.7841,media
8956.02,4255.9007,229.24,40.6443,544.24,138.7812,196.19,372.761,49126.1,14.7378,4822.825,media
9292.49,4415.7912,1726.37,306.0854,1539.13,392.4782,429.5,816.05,37219.25,11.1658,5941.5706,alta
9926.65,4717.1441,243.16,43.1123,1392.32,355.0416,402.22,764.218,45167.44,13.5502,5893.0662,alta
6533.0,3104.4816,475.59,84.3221,1898.97,484.2373,331.9,630.61,49175.4,14.7526,4318.4036,media
8926.37,4241.811,1988.16,352.5008,1793.4,457.317,240.84,457.596,14871.8,4.4615,5513.6863,alta
7660.95,3640.4834,1158.71,205.4393,827.53,211.0202,248.47,472.093,22370.79,6.7112,4535.7471,media
944.04,448.6078,953.19,169.0006,1945.41,496.0796,308.57,586.283,12276.48,3.6829,1703.6539,media
7683.84,3651.3608,1794.26,318.1223,1972.52,502.9926,94.57,179.683,48080.06,14.424,4666.5827,media
1238.43,588.5019,912.15,161.7242,501.17,127.7983,195.14,370.766,33909.62,10.1729,1258.9633,media
8981.22,4267.8757,1988.77,352.6089,1086.75,277.1213,427.64,812.516,29796.03,8.9388,5719.0607,alta
5373.66,2553.5632,1637.3,290.2933,1307.39,333.3845,310.09,589.171,11967.12,3.5901,3770.0021,media
2567.65,1220.1473,49.78,8.826,1103.88,281.4894,33.52,63.688,39918.83,11.9756,1586.1263,media
943.91,448.546,1688.7,299.4065,718.46,183.2073,86.18,163.742,1647.33,0.4942,1095.396,media
440.89,209.5109,1636.16,290.0912,1815.14,462.8607,461.99,877.781,11255.16,3.3765,1843.6203,media
796.95,378.7106,1571.16,278.5667,201.79,51.4564,80.03,152.057,26840.33,8.0521,868.8428,baja
8009.38,3806.0574,104.04,18.4463,801.92,204.4896,244.98,465.462,27915.07,8.3745,4502.8298,media
5404.15,2568.0521,709.84,125.8546,825.24,210.4362,114.13,216.847,19932.59,5.9798,3127.1697,media
6500.82,3089.1897,256.97,45.5608,1434.09,365.6929,85.85,163.115,22003.49,6.601,3670.1594,media
3778.58,1795.5812,615.53,109.1335,1589.33,405.2792,186.08,353.552,41744.35,12.5233,2676.0692,media
7874.27,3741.8531,383.14,67.9307,966.12,246.3606,495.28,941.032,33514.61,10.0544,5007.2308,alta
1310.39,622.6973,326.35,57.8619,1592.23,406.0187,174.73,331.987,1799.26,0.5398,1419.1047,media
6028.83,2864.9,120.95,21.4444,699.33,178.3292,371.24,705.356,42769.92,12.831,3782.8606,media
367.31,174.5457,780.69,138.4163,1830.93,466.8872,68.41,129.979,15691.44,4.7074,914.5356,baja
8323.17,3955.1704,267.35,47.4012,890.71,227.1311,363.82,691.258,26189.35,7.8568,4928.8175,media
4474.36,2126.2159,1170.67,207.5598,1352.24,344.8212,211.21,401.299,12393.94,3.7182,3083.6141,media
3950.69,1877.3679,1386.32,245.7945,1762.48,449.4324,381.71,725.249,25790.27,7.7371,3305.5809,media
9242.12,4391.8554,1342.56,238.0359,80.11,20.428,32.3,61.37,39359.37,11.8078,4723.4971,media
7799.04,3706.1038,1548.49,274.5473,1728.03,440.6476,176.99,336.281,32994.98,9.8985,4767.4782,media
5549.83,2637.2792,1155.96,204.9517,409.53,104.4301,313.79,596.201,38986.91,11.6961,3554.5581,media
5498.41,2612.8444,822.37,145.8062,1713.07,436.8329,227.03,431.357,6276.14,1.8828,3628.7233,media
4712.6,2239.4275,242.12,42.9279,518.02,132.0951,12.77,24.263,22129.19,6.6388,2445.3523,media
9201.1,4372.3627,1183.0,209.7459,993.13,253.2482,372.26,707.294,49523.3,14.857,5557.5078,alta
9069.78,4309.9595,868.77,154.0329,364.9,93.0495,102.31,194.389,41894.94,12.5685,4763.9994,media
568.91,270.346,564.84,100.1461,1984.61,506.0755,424.93,807.367,15925.6,4.7777,1688.7123,media
7393.24,3513.2676,1062.72,188.4203,960.32,244.8816,18.57,35.283,44127.6,13.2383,3995.0908,media
8021.59,3811.8596,732.65,129.8988,1249.88,318.7194,129.42,245.898,2647.6,0.7943,4507.1701,media
2600.64,1235.8241,1356.04,240.4259,898.05,229.0027,105.16,199.804,45735.3,13.7206,1918.7773,media
5874.54,2791.5814,888.25,157.4867,877.51,223.7651,374.14,710.866,15528.99,4.6587,3888.3579,media
9739.54,4628.2294,1719.68,304.8993,290.55,74.0902,321.32,610.508,5258.58,1.5776,5619.3045,alta
4086.82,1942.0569,1443.91,256.0052,1642.5,418.8375,49.67,94.373,34488.06,10.3464,2721.619,media
2871.33,1364.456,1167.93,207.074,1758.86,448.5093,123.04,233.776,43486.16,13.0458,2266.8611,media
6772.78,3218.4251,1374.41,243.6829,1239.78,316.1439,417.67,793.573,27315.02,8.1945,4580.0194,media
6528.58,3102.3812,1053.27,186.7448,1325.14,337.9107,437.4,831.06,44048.94,13.2147,4471.3114,media
9233.85,4387.9255,1104.5,195.8279,1111.94,283.5447,88.7,168.53,12820.05,3.846,5039.6741,alta
3321.07,1578.1725,1431.55,253.8138,1070.41,272.9546,349.35,663.765,30929.33,9.2788,2777.9847,media
599.37,284.8206,274.48,48.6653,1849.16,471.5358,80.34,152.646,14227.47,4.2682,961.9359,baja
5449.41,2589.5596,1798.61,318.8936,1291.64,329.3682,131.77,250.363,45367.66,13.6103,3501.7947,media
4020.66,1910.6176,1944.88,344.8272,1434.92,365.9046,227.78,432.782,30861.05,9.2583,3063.3897,media
8057.23,3828.7957,1650.73,292.6744,236.15,60.2183,111.72,212.268,39975.22,11.9926,4405.949,media
3662.22,1740.2869,790.11,140.0865,530.08,135.1704,146.38,278.122,44741.6,13.4225,2307.0883,media
1707.63,811.4658,1792.84,317.8705,477.44,121.7472,147.17,279.623,7268.14,2.1804,1532.8869,media
2986.82,1419.3369,1450.65,257.2002,1811.26,461.8713,203.69,387.011,30696.88,9.2091,2534.6285,media
7577.82,3600.9801,382.42,67.8031,1229.17,313.4384,101.94,193.686,2287.76,0.6863,4176.5939,media
2244.64,1066.6529,521.66,92.4903,22.57,5.7553,39.98,75.962,27933.25,8.38,1249.2405,media
1334.89,634.3397,742.91,131.7179,1038.65,264.8558,256.68,487.692,33839.44,10.1518,1528.7572,media
3885.78,1846.5227,145.59,25.8131,884.4,225.522,420.57,799.083,34171.66,10.2515,2907.1923,media
2192.72,1041.9805,1099.65,194.9679,171.87,43.8269,201.8,383.42,37267.64,11.1803,1675.3756,media
430.0,204.336,1388.86,246.2449,987.93,251.9221,38.69,73.511,15250.18,4.5751,780.5891,baja
8844.61,4202.9587,242.86,43.0591,817.08,208.3554,66.64,126.616,5327.6,1.5983,4582.5875,media
4558.36,2166.1327,384.19,68.1169,376.17,95.9233,68.56,130.264,37180.63,11.1542,2471.5911,media
9491.37,4510.299,1037.46,183.9417,1181.03,301.1626,45.9,87.21,41682.95,12.5049,5095.1182,alta
1097.69,521.6223,530.02,93.9725,1655.51,422.1551,395.6,751.64,28955.97,8.6868,1798.0767,media
993.67,472.192,1749.71,310.2236,1640.24,418.2612,32.51,61.769,26221.86,7.8666,1270.3124,media
4184.23,1988.3461,1530.91,271.4303,301.81,76.9616,384.54,730.626,35272.0,10.5816,3077.9456,media
6693.8,3180.8938,1321.52,234.3055,1123.35,286.4543,429.57,816.183,7564.01,2.2692,4520.1058,media
8451.51,4016.1576,281.09,49.8373,152.34,38.8467,295.7,561.83,12194.48,3.6583,4670.3299,media
8303.97,3946.0465,226.89,40.2276,1788.49,456.065,244.24,464.056,1611.51,0.4835,4906.8786,media
410.08,194.87,699.17,123.9628,1389.5,354.3225,217.2,412.68,4196.09,1.2588,1087.0941,media
3845.5,1827.3816,540.36,95.8058,1068.69,272.516,77.35,146.965,15376.43,4.6129,2347.2813,media
4408.06,2094.7101,1628.1,288.6621,185.16,47.2158,206.23,391.837,29417.2,8.8252,2831.2502,media
8365.06,3975.0765,1677.53,297.4261,1145.58,292.1229,390.75,742.425,35532.48,10.6597,5317.7102,alta
307.24,146.0004,874.12,154.9815,1098.55,280.1302,196.06,372.514,12666.8,3.8,957.4261,baja
5395.4,2563.8941,1498.39,265.6645,731.04,186.4152,43.14,81.966,37152.85,11.1459,3109.0857,media
7654.0,3637.1808,1489.33,264.0582,519.39,132.4444,300.88,571.672,30474.21,9.1423,4614.4977,media
1450.85,689.4439,167.08,29.6233,378.11,96.4181,142.67,271.073,16037.29,4.8112,1091.3695,media
5225.42,2483.1196,1581.26,280.3574,1460.04,372.3102,81.77,155.363,14645.91,4.3938,3295.544,media
8295.65,3942.0929,1199.36,212.6465,679.36,173.2368,414.63,787.797,15649.77,4.6949,5120.4681,alta
3205.65,1523.3249,672.2,119.1811,1670.13,425.8832,276.76,525.844,4364.79,1.3094,2595.5426,media
2110.49,1002.9048,1602.9,284.1942,590.42,150.5571,471.87,896.553,35685.19,10.7056,2344.9147,media
7073.94,3361.5363,762.04,135.1097,942.39,240.3094,22.68,43.092,17187.09,5.1561,3785.2035,media
6544.9,3110.1365,1051.78,186.4806,595.16,151.7658,48.39,91.941,15146.57,4.544,3544.8679,media
4099.59,1948.1252,286.35,50.7699,1484.01,378.4226,425.31,808.089,10611.06,3.1833,3188.59,media
567.01,269.4432,1534.99,272.1537,671.63,171.2656,459.02,872.138,30995.06,9.2985,1594.299,media
2236.41,1062.742,1617.27,286.742,1195.77,304.9214,92.83,176.377,32094.0,9.6282,1840.4106,media
3886.79,1847.0026,1954.01,346.446,1005.91,256.507,80.41,152.779,16285.72,4.8857,2607.6203,media
6083.8,2891.0218,1309.86,232.2382,1119.04,285.3552,160.56,305.064,2655.2,0.7966,3714.4758,media
101.63,48.2946,1771.9,314.1579,233.01,59.4175,298.02,566.238,18651.73,5.5955,993.7035,baja
9484.14,4506.8633,1581.68,280.4319,1327.2,338.436,134.59,255.721,32160.74,9.6482,5391.1004,alta
7521.62,3574.2738,1975.28,350.2171,1109.31,282.8741,466.22,885.818,18745.05,5.6235,5098.8065,alta
5422.97,2576.9953,711.63,126.172,886.6,226.083,415.99,790.381,44062.91,13.2189,3732.8502,media
3758.92,1786.2388,186.46,33.0594,431.52,110.0376,471.76,896.344,23914.24,7.1743,2832.8541,media
8182.0,3888.0864,855.59,151.6961,1816.69,463.256,111.72,212.268,39901.26,11.9704,4727.2769,media
4885.38,2321.5326,832.4,147.5845,691.4,176.307,288.79,548.701,39804.16,11.9412,3206.0663,media
2430.99,1155.2064,1051.34,186.4026,1058.26,269.8563,144.29,274.151,48720.96,14.6163,1900.2326,media
7228.35,3434.9119,296.87,52.6351,1585.25,404.2387,316.58,601.502,7554.56,2.2664,4495.5541,media
6420.27,3050.9123,1066.31,189.0568,1778.23,453.4486,484.07,919.733,26455.73,7.9367,4621.0874,media
6853.68,3256.8687,787.0,139.5351,1241.05,316.4677,420.06,798.114,3054.07,0.9162,4511.9017,media
6310.45,2998.7258,1326.69,235.2221,698.28,178.0614,30.01,57.019,10231.45,3.0694,3472.0977,media
386.99,183.8976,1130.8,200.4908,1763.07,449.5829,177.45,337.155,45427.86,13.6284,1184.7547,media
1370.13,651.0858,127.31,22.5721,1866.98,476.0799,189.3,359.67,37302.56,11.1908,1520.5986,media
7307.5,3472.524,1028.65,182.3796,1692.16,431.5008,242.79,461.301,49124.34,14.7373,4562.4427,media
8998.51,4276.092,1171.81,207.7619,1905.75,485.9663,17.96,34.124,20205.28,6.0616,5010.0058,alta
3830.74,1820.3676,376.09,66.6808,678.36,172.9818,180.03,342.057,12564.4,3.7693,2405.8565,media
2456.98,1167.5569,130.58,23.1518,406.64,103.6932,88.27,167.713,27234.74,8.1704,1470.2853,media
7554.57,3589.9317,636.7,112.8869,261.85,66.7718,93.81,178.239,46050.43,13.8151,3961.6445,media
8336.9,3961.6949,1811.27,321.1382,1584.97,404.1673,218.8,415.72,18107.67,5.4323,5108.1527,alta
2656.98,1262.5969,1465.13,259.7675,1335.65,340.5908,301.96,573.724,13688.17,4.1065,2440.7857,media
6795.75,3229.3404,1619.09,287.0647,403.8,102.969,392.4,745.56,18259.64,5.4779,4370.412,media
4556.63,2165.3106,1990.23,352.8678,357.04,91.0452,349.65,664.335,40670.0,12.201,3285.7596,media
5968.23,2836.1029,1341.69,237.8816,921.61,235.0105,465.8,885.02,32556.53,9.767,4203.782,media
5518.15,2622.2249,283.26,50.222,639.45,163.0598,402.11,764.009,32109.52,9.6329,3609.1486,media
4144.56,1969.4949,836.12,148.2441,1883.91,480.3971,380.59,723.121,2177.84,0.6534,3321.9105,media
9475.45,4502.7338,1607.92,285.0842,1181.22,301.2111,321.47,610.793,32021.16,9.6063,5709.4284,alta
7650.52,3635.5271,412.82,73.193,878.8,224.094,33.56,63.764,14492.36,4.3477,4000.9258,media
4720.57,2243.2149,1553.41,275.4196,813.0,207.315,122.32,232.408,31427.16,9.4281,2967.7856,media
7328.42,3482.4652,230.98,40.9528,1938.2,494.241,462.15,878.085,1568.67,0.4706,4896.2146,media
8580.9,4077.6437,1401.51,248.4877,874.45,222.9848,67.45,128.155,41319.55,12.3959,4689.6671,media
1591.1,756.0907,1042.91,184.9079,1770.16,451.3908,493.9,938.41,33453.3,10.036,2340.8354,media
2587.56,1229.6085,1974.05,349.9991,1757.36,448.1268,212.45,403.655,8964.9,2.6895,2434.0789,media
334.46,158.9354,597.99,106.0236,197.57,50.3803,113.49,215.631,9384.86,2.8155,533.7858,baja
3375.34,1603.9616,1929.41,342.0844,1555.75,396.7163,247.23,469.737,24131.06,7.2393,2819.7386,media
9343.25,4439.9124,1887.12,334.5864,23.11,5.893,280.98,533.862,12057.23,3.6172,5317.871,alta
6224.71,2957.9822,658.47,116.7467,678.37,172.9844,479.97,911.943,48495.5,14.5486,4174.2049,media
4407.8,2094.5866,1791.61,317.6525,1387.56,353.8278,392.02,744.838,36002.37,10.8007,3521.7056,media
1651.23,784.6645,1371.15,243.1049,1747.95,445.7273,302.43,574.617,46774.77,14.0324,2062.1461,media
7516.13,3571.665,154.19,27.3379,1552.86,395.9793,488.91,928.929,23050.52,6.9152,4930.8264,media
1126.61,535.3651,713.8,126.5567,1210.19,308.5985,361.35,686.565,26317.35,7.8952,1664.9805,media
6343.81,3014.5785,1362.04,241.4897,1493.01,380.7176,155.12,294.728,36594.66,10.9784,3942.4922,media
3521.69,1673.5071,317.86,56.3566,1502.83,383.2217,262.93,499.567,44573.16,13.3719,2626.0243,media
1609.92,765.034,536.91,95.1941,1372.82,350.0691,115.41,219.279,6513.35,1.954,1431.5302,media
3433.12,1631.4186,1317.99,233.6796,1801.37,459.3493,56.84,107.996,8910.72,2.6732,2435.1167,media
8980.04,4267.315,951.68,168.7329,1600.73,408.1861,267.3,507.87,46722.88,14.0169,5366.1209,alta
5520.68,2623.4271,374.49,66.3971,1584.3,403.9965,278.17,528.523,31393.81,9.4181,3631.7618,media
2502.78,1189.3211,479.74,85.0579,287.34,73.2717,328.81,624.739,26008.1,7.8024,1980.1921,media
8522.07,4049.6877,1023.74,181.5091,1215.3,309.9015,472.13,897.047,2200.06,0.66,5438.8053,alta
6192.06,2942.4669,1458.21,258.5406,570.8,145.554,162.87,309.453,43430.14,13.029,3669.0435,media
9292.34,4415.72,810.23,143.6538,115.08,29.3454,377.45,717.155,49557.31,14.8672,5320.7414,alta
6187.87,2940.4758,1267.98,224.8129,1725.69,440.051,394.49,749.531,25306.0,7.5918,4362.4625,media
5923.23,2814.7189,1914.29,339.4036,1630.77,415.8464,486.28,923.932,7012.53,2.1038,4496.0047,media
5458.42,2593.8412,1408.9,249.798,371.08,94.6254,282.13,536.047,30097.19,9.0292,3483.3408,media
3179.28,1510.7939,1586.95,281.3662,1794.03,457.4776,336.37,639.103,32364.03,9.7092,2898.4499,media
736.44,349.9563,1502.08,266.3188,1018.89,259.817,309.95,588.905,17294.83,5.1884,1470.1855,media
2100.13,997.9818,834.4,147.9391,1988.19,506.9885,454.33,863.227,10121.47,3.0364,2519.1728,media
4819.59,2290.2692,1076.01,190.7766,450.81,114.9566,68.9,130.91,8996.12,2.6988,2729.6112,media
1032.57,490.6773,252.41,44.7523,206.96,52.7748,444.99,845.481,47201.99,14.1606,1447.846,media
6856.54,3258.2278,1951.57,346.0134,1595.03,406.7326,163.11,309.909,37786.23,11.3359,4332.2187,media
5922.0,2814.1344,755.84,134.0104,818.83,208.8017,80.34,152.646,13866.11,4.1598,3313.7523,media
9614.18,4568.6583,1955.01,346.6233,1079.85,275.3617,91.91,174.629,39849.1,11.9547,5377.227,alta
3916.13,1860.945,333.42,59.1154,515.37,131.4194,217.91,414.029,41610.6,12.4832,2477.992,media
7210.78,3426.5627,673.3,119.3761,1997.26,509.3013,322.71,613.149,7687.54,2.3063,4670.6954,media
375.59,178.4804,237.88,42.1761,1890.76,482.1438,122.21,232.199,22813.33,6.844,941.8433,baja
4411.82,2096.4969,56.51,10.0192,743.79,189.6664,140.43,266.817,26356.72,7.907,2570.9065,media
640.32,304.2801,984.58,174.566,1437.72,366.6186,17.35,32.965,10531.0,3.1593,881.589,baja
1043.75,495.99,442.15,78.3932,1600.8,408.204,290.32,551.608,36056.23,10.8169,1545.0121,media
9563.56,4544.6037,1742.47,308.9399,547.09,139.508,273.28,519.232,1226.95,0.3681,5512.6517,alta
1494.53,710.2007,500.18,88.6819,1481.16,377.6958,295.49,561.431,7879.07,2.3637,1740.3731,media
1856.44,882.1803,66.32,11.7585,393.5,100.3425,345.91,657.229,20217.7,6.0653,1657.5756,media
2006.02,953.2607,1675.03,296.9828,613.29,156.3889,471.65,896.135,37854.24,11.3563,2314.1237,media
1456.61,692.1811,342.48,60.7217,563.65,143.7308,38.43,73.017,39833.11,11.9499,981.6005,baja
4576.64,2174.8193,1739.98,308.4985,1920.4,489.702,46.64,88.616,45442.63,13.6328,3075.2686,media
8458.72,4019.5837,1848.19,327.6841,1411.12,359.8356,168.13,319.447,33507.96,10.0524,5036.6028,alta
8635.06,4103.3805,1238.16,219.5258,969.84,247.3092,369.96,702.924,16150.27,4.8451,5277.9846,alta
3131.75,1488.2076,1850.41,328.0777,1336.03,340.6877,385.91,733.229,26203.33,7.861,2898.063,media
9423.79,4478.185,1374.78,243.7485,902.74,230.1987,82.73,157.187,31665.23,9.4996,5118.8188,alta
2967.56,1410.1845,103.15,18.2885,503.36,128.3568,108.62,206.378,25731.66,7.7195,1770.9273,media
1184.69,562.9647,1991.96,353.1745,246.42,62.8371,474.13,900.847,35912.19,10.7737,1890.597,media
9924.86,4716.2935,215.88,38.2755,729.29,185.969,294.56,559.664,45265.21,13.5796,5513.7816,alta
9003.19,4278.3159,165.06,29.2651,887.75,226.3762,303.58,576.802,36087.39,10.8262,5121.5854,alta
2544.52,1209.1559,50.28,8.9146,928.65,236.8057,414.89,788.291,44933.18,13.48,2256.6472,media
8111.96,3854.8034,1927.29,341.7085,421.07,107.3728,373.01,708.719,26278.77,7.8836,5020.4873,alta
8814.7,4188.7454,1956.26,346.8449,947.1,241.5105,92.16,175.104,23808.32,7.1425,4959.3473,media
6272.9,2980.8821,1750.33,310.3335,211.82,54.0141,466.6,886.54,12985.91,3.8958,4235.6655,media
7480.77,3554.8619,1900.62,336.9799,525.89,134.1019,326.61,620.559,23575.24,7.0726,4653.5753,media
4829.44,2294.9499,707.69,125.4734,1525.96,389.1198,131.12,249.128,20708.2,6.2125,3064.8836,media
8742.3,4154.341,168.57,29.8875,1271.12,324.1356,246.71,468.749,39786.4,11.9359,4989.049,media
136.69,64.9551,580.42,102.9085,1979.18,504.6909,286.56,544.464,28319.86,8.496,1225.5145,media
578.5,274.9032,1270.76,225.3057,758.33,193.3742,377.92,718.048,34351.52,10.3055,1421.9366,media
1703.44,809.4747,836.78,148.3611,252.09,64.2829,348.32,661.808,2654.34,0.7963,1684.723,media
3002.66,1426.864,778.43,138.0156,1805.64,460.4382,220.66,419.254,9941.21,2.9824,2447.5542,media
249.23,118.4341,465.56,82.5438,1196.07,304.9978,360.51,684.969,20092.55,6.0278,1196.9725,media
5282.45,2510.2202,794.48,140.8613,1409.51,359.425,344.8,655.12,12493.53,3.7481,3669.3746,media
5191.93,2467.2051,1506.56,267.1131,1326.76,338.3238,240.28,456.532,4519.0,1.3557,3530.5297,media
6529.54,3102.8374,1732.12,307.1049,1688.82,430.6491,307.59,584.421,33179.36,9.9538,4434.9662,media
1722.25,818.4132,883.94,156.7226,664.72,169.5036,53.73,102.087,23678.19,7.1035,1253.8299,media
8764.35,4164.8191,1619.08,287.0629,551.47,140.6249,40.07,76.133,21618.72,6.4856,4675.1255,media
109.96,52.253,26.52,4.702,1994.62,508.6281,341.65,649.135,22243.03,6.6729,1221.391,media
753.74,358.1772,348.58,61.8032,867.13,221.1182,337.95,642.105,10115.51,3.0347,1286.2383,media
4562.12,2167.9194,1164.49,206.4641,542.48,138.3324,224.24,426.056,6684.44,2.0053,2940.7772,media
894.1,424.8763,1097.72,194.6258,771.86,196.8243,154.59,293.721,15001.35,4.5004,1114.5478,media
5233.91,2487.154,1619.17,287.0788,1700.88,433.7244,393.23,747.137,28498.22,8.5495,3963.6437,media
3943.11,1873.7659,1269.42,225.0682,424.86,108.3393,231.95,440.705,26805.75,8.0417,2655.9201,media
161.04,76.5262,36.66,6.4998,656.6,167.433,5.98,11.362,21707.25,6.5122,268.3332,baja
8980.33,4267.4528,733.54,130.0566,85.54,21.8127,495.43,941.317,22177.89,6.6534,5367.2925,alta
2355.61,1119.3859,1780.91,315.7553,738.61,188.3456,309.15,587.385,1607.57,0.4823,2211.3541,media
6711.75,3189.4236,876.14,155.3396,1697.9,432.9645,103.01,195.719,39621.98,11.8866,3985.3333,media
3823.78,1817.0603,1036.99,183.8583,667.8,170.289,437.76,831.744,45056.4,13.5169,3016.4685,media
6261.67,2975.5456,1381.46,244.9329,1451.23,370.0636,301.81,573.439,14542.24,4.3627,4168.3438,media
4645.63,2207.6034,1947.97,345.3751,1253.01,319.5176,292.67,556.073,1158.13,0.3474,3428.9165,media
1056.76,502.1724,1871.56,331.8276,1649.78,420.6939,49.54,94.126,9715.54,2.9147,1351.7346,media
9371.71,4453.4366,275.72,48.8852,586.41,149.5345,440.41,836.779,2283.5,0.685,5489.3203,alta
7756.32,3685.8033,324.85,57.5959,163.73,41.7511,92.56,175.864,16478.11,4.9434,3965.9577,media
6699.2,3183.4598,296.41,52.5535,275.78,70.3239,215.15,408.785,12630.18,3.7891,3718.9113,media
7539.62,3582.8274,626.04,110.9969,438.0,111.69,441.58,839.002,44340.58,13.3022,4657.8185,media
5305.15,2521.0073,1622.21,287.6178,1521.33,387.9391,162.87,309.453,28130.7,8.4392,3514.4564,media
5173.63,2458.509,919.12,162.96,1956.24,498.8412,446.2,847.78,37022.11,11.1066,3979.1968,media
3685.02,1751.1215,1942.38,344.384,1228.79,313.3415,271.61,516.059,8765.51,2.6297,2927.5357,media
7393.06,3513.1821,1626.7,288.4139,1674.34,426.9567,400.35,760.665,27340.9,8.2023,4997.42,media
718.24,341.3076,47.16,8.3615,836.4,213.282,425.96,809.324,30635.78,9.1907,1381.4658,media
4052.22,1925.6149,974.04,172.6973,1817.08,463.3554,438.84,833.796,17041.0,5.1123,3400.5759,media
1694.69,805.3167,669.12,118.635,1560.42,397.9071,110.74,210.406,32507.87,9.7524,1542.0172,media
6966.68,3310.5663,691.65,122.6295,90.0,22.95,419.55,797.145,3651.54,1.0955,4254.3863,media
9879.97,4694.9617,69.32,12.2904,1539.28,392.5164,432.82,822.358,3514.3,1.0543,5923.1808,alta
8795.71,4179.7214,1762.07,312.415,174.69,44.5459,459.6,873.24,15571.77,4.6715,5414.5938,alta
5466.25,2597.562,1535.86,272.308,1284.02,327.4251,291.97,554.743,16819.88,5.046,3757.0841,media
6872.32,3265.7265,887.69,157.3874,1428.74,364.3287,119.74,227.506,42867.54,12.8603,4027.8089,media
5295.14,2516.2505,136.73,24.2422,1336.28,340.7514,187.7,356.63,39939.94,11.982,3249.8561,media
9890.94,4700.1747,631.35,111.9384,1889.25,481.7588,121.21,230.299,32839.71,9.8519,5534.0228,alta
4635.77,2202.9179,189.27,33.5576,1475.22,376.1811,140.21,266.399,12726.94,3.8181,2882.8737,media
